"","...1","t_year","year","Date","Location","Sublocation","Block","Treatment","Treatment_ID","Subplot","Microtopography","Total","Notat","Sph_sp","cover","Proportion","cover_no0","cover_int","cover_no1"
"1437",1437,2,2021,2021-09-15,"VSM",2,1,"S","S1",3,"2",46,"sm<e5>rute 5","Sph com",0,0,0.01,0,0
"1438",1438,2,2021,2021-09-15,"VSM",2,1,"S","S1",3,"2",46,"sm<e5>rute 5","Sph maj",0,0,0.01,0,0
"1439",1439,2,2021,2021-09-15,"VSM",2,1,"S","S1",3,"2",46,"sm<e5>rute 5","Sph bal",0,0,0.01,0,0
"1440",1440,2,2021,2021-09-15,"VSM",2,1,"S","S1",3,"2",46,"sm<e5>rute 5","Sph rip",0,0,0.01,0,0
"1441",1441,2,2021,2021-09-15,"VSM",2,1,"S","S1",3,"2",46,"sm<e5>rute 5","Sph cf",0,0,0.01,0,0
"1442",1442,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph ang",10,0.25,10,10,10
"1443",1443,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph cap",10,0.25,10,10,10
"1444",1444,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph ten",10,0.25,10,10,10
"1445",1445,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph pap",10,0.25,10,10,10
"1446",1446,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph div",0,0,0.01,0,0
"1447",1447,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph rus",0,0,0.01,0,0
"1448",1448,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph com",0,0,0.01,0,0
"1449",1449,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph maj",0,0,0.01,0,0
"1450",1450,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph bal",0,0,0.01,0,0
"1451",1451,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph rip",0,0,0.01,0,0
"1452",1452,2,2021,2021-09-15,"VSM",2,1,"S","S1",4,"1",40,NA,"Sph cf",0,0,0.01,0,0
"1453",1453,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph ang",5,0.333333333333333,5,5,5
"1454",1454,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph cap",5,0.333333333333333,5,5,5
"1455",1455,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph ten",3,0.2,3,3,3
"1456",1456,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph pap",2,0.133333333333333,2,2,2
"1457",1457,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph div",0,0,0.01,0,0
"1458",1458,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph rus",0,0,0.01,0,0
"1459",1459,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph com",0,0,0.01,0,0
"1460",1460,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph maj",0,0,0.01,0,0
"1461",1461,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph bal",0,0,0.01,0,0
"1462",1462,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph rip",0,0,0.01,0,0
"1463",1463,2,2021,2021-09-15,"VSM",2,1,"S","S2",1,"4",15,"under torvull","Sph cf",0,0,0.01,0,0
"1464",1464,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph ang",5,0.25,5,5,5
"1465",1465,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph cap",8,0.4,8,8,8
"1466",1466,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph ten",5,0.25,5,5,5
"1467",1467,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph pap",2,0.1,2,2,2
"1468",1468,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph div",0,0,0.01,0,0
"1469",1469,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph rus",0,0,0.01,0,0
"1470",1470,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph com",0,0,0.01,0,0
"1471",1471,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph maj",0,0,0.01,0,0
"1472",1472,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph bal",0,0,0.01,0,0
"1473",1473,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph rip",0,0,0.01,0,0
"1474",1474,2,2021,2021-09-15,"VSM",2,1,"S","S2",2,"4",20,NA,"Sph cf",0,0,0.01,0,0
"1475",1475,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph ang",35,0.636363636363636,35,35,35
"1476",1476,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph cap",7,0.127272727272727,7,7,7
"1477",1477,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph ten",3,0.0545454545454545,3,3,3
"1478",1478,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph pap",10,0.181818181818182,10,10,10
"1479",1479,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph div",0,0,0.01,0,0
"1480",1480,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph rus",0,0,0.01,0,0
"1481",1481,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph com",0,0,0.01,0,0
"1482",1482,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph maj",0,0,0.01,0,0
"1483",1483,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph bal",0,0,0.01,0,0
"1484",1484,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph rip",0,0,0.01,0,0
"1485",1485,2,2021,2021-09-15,"VSM",2,1,"S","S2",3,"2",55,"sm<e5>rute 6","Sph cf",0,0,0.01,0,0
"1486",1486,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph ang",15,0.6,15,15,15
"1487",1487,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph cap",3,0.12,3,3,3
"1488",1488,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph ten",5,0.2,5,5,5
"1489",1489,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph pap",2,0.08,2,2,2
"1490",1490,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph div",0,0,0.01,0,0
"1491",1491,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph rus",0,0,0.01,0,0
"1492",1492,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph com",0,0,0.01,0,0
"1493",1493,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph maj",0,0,0.01,0,0
"1494",1494,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph bal",0,0,0.01,0,0
"1495",1495,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph rip",0,0,0.01,0,0
"1496",1496,2,2021,2021-09-15,"VSM",2,1,"S","S2",4,"3",25,NA,"Sph cf",0,0,0.01,0,0
"1497",1497,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph ang",0,0,0.01,0,0
"1498",1498,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph cap",1,0.5,1,1,1
"1499",1499,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph ten",0,0,0.01,0,0
"1500",1500,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph pap",1,0.5,1,1,1
"1501",1501,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph div",0,0,0.01,0,0
"1502",1502,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph rus",0,0,0.01,0,0
"1503",1503,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph com",0,0,0.01,0,0
"1504",1504,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph maj",0,0,0.01,0,0
"1505",1505,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph bal",0,0,0.01,0,0
"1506",1506,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph rip",0,0,0.01,0,0
"1507",1507,2,2021,2021-09-15,"VSM",2,2,"S","S1",1,"6",2,NA,"Sph cf",0,0,0.01,0,0
"1508",1508,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph ang",8,0.285714285714286,8,8,8
"1509",1509,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph cap",10,0.357142857142857,10,10,10
"1510",1510,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph ten",5,0.178571428571429,5,5,5
"1511",1511,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph pap",3,0.107142857142857,3,3,3
"1512",1512,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph div",0,0,0.01,0,0
"1513",1513,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph rus",2,0.0714285714285714,2,2,2
"1514",1514,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph com",0,0,0.01,0,0
"1515",1515,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph maj",0,0,0.01,0,0
"1516",1516,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph bal",0,0,0.01,0,0
"1517",1517,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph rip",0,0,0.01,0,0
"1518",1518,2,2021,2021-09-15,"VSM",2,2,"S","S1",2,"2",28,NA,"Sph cf",0,0,0.01,0,0
"1519",1519,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph ang",12,0.342857142857143,12,12,12
"1520",1520,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph cap",6,0.171428571428571,6,6,6
"1521",1521,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph ten",15,0.428571428571429,15,15,15
"1522",1522,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph pap",2,0.0571428571428571,2,2,2
"1523",1523,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph div",0,0,0.01,0,0
"1524",1524,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph rus",0,0,0.01,0,0
"1525",1525,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph com",0,0,0.01,0,0
"1526",1526,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph maj",0,0,0.01,0,0
"1527",1527,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph bal",0,0,0.01,0,0
"1528",1528,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph rip",0,0,0.01,0,0
"1529",1529,2,2021,2021-09-15,"VSM",2,2,"S","S1",3,"3",35,NA,"Sph cf",0,0,0.01,0,0
"1530",1530,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph ang",13,0.52,13,13,13
"1531",1531,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph cap",2,0.08,2,2,2
"1532",1532,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph ten",5,0.2,5,5,5
"1533",1533,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph pap",5,0.2,5,5,5
"1534",1534,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph div",0,0,0.01,0,0
"1535",1535,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph rus",0,0,0.01,0,0
"1536",1536,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph com",0,0,0.01,0,0
"1537",1537,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph maj",0,0,0.01,0,0
"1538",1538,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph bal",0,0,0.01,0,0
"1539",1539,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph rip",0,0,0.01,0,0
"1540",1540,2,2021,2021-09-15,"VSM",2,2,"S","S1",4,"6",25,NA,"Sph cf",0,0,0.01,0,0
"1541",1541,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph ang",5,0.1,5,5,5
"1542",1542,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph cap",5,0.1,5,5,5
"1543",1543,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph ten",25,0.5,25,25,25
"1544",1544,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph pap",15,0.3,15,15,15
"1545",1545,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph div",0,0,0.01,0,0
"1546",1546,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph rus",0,0,0.01,0,0
"1547",1547,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph com",0,0,0.01,0,0
"1548",1548,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph maj",0,0,0.01,0,0
"1549",1549,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph bal",0,0,0.01,0,0
"1550",1550,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph rip",0,0,0.01,0,0
"1551",1551,2,2021,2021-09-15,"VSM",2,2,"S","S2",1,"2",50,NA,"Sph cf",0,0,0.01,0,0
"1552",1552,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph ang",10,0.37037037037037,10,10,10
"1553",1553,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph cap",3,0.111111111111111,3,3,3
"1554",1554,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph ten",8,0.296296296296296,8,8,8
"1555",1555,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph pap",6,0.222222222222222,6,6,6
"1556",1556,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph div",0,0,0.01,0,0
"1557",1557,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph rus",0,0,0.01,0,0
"1558",1558,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph com",0,0,0.01,0,0
"1559",1559,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph maj",0,0,0.01,0,0
"1560",1560,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph bal",0,0,0.01,0,0
"1561",1561,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph rip",0,0,0.01,0,0
"1562",1562,2,2021,2021-09-15,"VSM",2,2,"S","S2",2,"4",27,NA,"Sph cf",0,0,0.01,0,0
"1563",1563,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph ang",4,0.363636363636364,4,4,4
"1564",1564,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph cap",3,0.272727272727273,3,3,3
"1565",1565,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph ten",4,0.363636363636364,4,4,4
"1566",1566,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph pap",0,0,0.01,0,0
"1567",1567,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph div",0,0,0.01,0,0
"1568",1568,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph rus",0,0,0.01,0,0
"1569",1569,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph com",0,0,0.01,0,0
"1570",1570,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph maj",0,0,0.01,0,0
"1571",1571,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph bal",0,0,0.01,0,0
"1572",1572,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph rip",0,0,0.01,0,0
"1573",1573,2,2021,2021-09-15,"VSM",2,2,"S","S2",3,"2",11,NA,"Sph cf",0,0,0.01,0,0
"1574",1574,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph ang",1,0.0909090909090909,1,1,1
"1575",1575,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph cap",3,0.272727272727273,3,3,3
"1576",1576,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph ten",4,0.363636363636364,4,4,4
"1577",1577,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph pap",3,0.272727272727273,3,3,3
"1578",1578,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph div",0,0,0.01,0,0
"1579",1579,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph rus",0,0,0.01,0,0
"1580",1580,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph com",0,0,0.01,0,0
"1581",1581,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph maj",0,0,0.01,0,0
"1582",1582,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph bal",0,0,0.01,0,0
"1583",1583,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph rip",0,0,0.01,0,0
"1584",1584,2,2021,2021-09-15,"VSM",2,2,"S","S2",4,"6",11,NA,"Sph cf",0,0,0.01,0,0
"1585",1585,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph ang",3,0.428571428571429,3,3,3
"1586",1586,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph cap",0,0,0.01,0,0
"1587",1587,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph ten",1,0.142857142857143,1,1,1
"1588",1588,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph pap",1,0.142857142857143,1,1,1
"1589",1589,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph div",0,0,0.01,0,0
"1590",1590,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph rus",2,0.285714285714286,2,2,2
"1591",1591,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph com",0,0,0.01,0,0
"1592",1592,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph maj",0,0,0.01,0,0
"1593",1593,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph bal",0,0,0.01,0,0
"1594",1594,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph rip",0,0,0.01,0,0
"1595",1595,2,2021,2021-09-15,"VSM",2,3,"S","S1",1,"6",7,NA,"Sph cf",0,0,0.01,0,0
"1596",1596,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph ang",1,0.111111111111111,1,1,1
"1597",1597,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph cap",2,0.222222222222222,2,2,2
"1598",1598,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph ten",3,0.333333333333333,3,3,3
"1599",1599,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph pap",3,0.333333333333333,3,3,3
"1600",1600,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph div",0,0,0.01,0,0
"1601",1601,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph rus",0,0,0.01,0,0
"1602",1602,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph com",0,0,0.01,0,0
"1603",1603,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph maj",0,0,0.01,0,0
"1604",1604,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph bal",0,0,0.01,0,0
"1605",1605,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph rip",0,0,0.01,0,0
"1606",1606,2,2021,2021-09-15,"VSM",2,3,"S","S1",2,"6",9,NA,"Sph cf",0,0,0.01,0,0
"1607",1607,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph ang",5,0.454545454545455,5,5,5
"1608",1608,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph cap",3,0.272727272727273,3,3,3
"1609",1609,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph ten",1,0.0909090909090909,1,1,1
"1610",1610,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph pap",2,0.181818181818182,2,2,2
"1611",1611,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph div",0,0,0.01,0,0
"1612",1612,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph rus",0,0,0.01,0,0
"1613",1613,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph com",0,0,0.01,0,0
"1614",1614,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph maj",0,0,0.01,0,0
"1615",1615,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph bal",0,0,0.01,0,0
"1616",1616,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph rip",0,0,0.01,0,0
"1617",1617,2,2021,2021-09-15,"VSM",2,3,"S","S1",3,"4",11,NA,"Sph cf",0,0,0.01,0,0
"1618",1618,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph ang",7,0.875,7,7,7
"1619",1619,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph cap",1,0.125,1,1,1
"1620",1620,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph ten",0,0,0.01,0,0
"1621",1621,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph pap",0,0,0.01,0,0
"1622",1622,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph div",0,0,0.01,0,0
"1623",1623,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph rus",0,0,0.01,0,0
"1624",1624,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph com",0,0,0.01,0,0
"1625",1625,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph maj",0,0,0.01,0,0
"1626",1626,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph bal",0,0,0.01,0,0
"1627",1627,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph rip",0,0,0.01,0,0
"1628",1628,2,2021,2021-09-15,"VSM",2,3,"S","S1",4,"5",8,NA,"Sph cf",0,0,0.01,0,0
"1629",1629,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph ang",7,0.636363636363636,7,7,7
"1630",1630,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph cap",1,0.0909090909090909,1,1,1
"1631",1631,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph ten",2,0.181818181818182,2,2,2
"1632",1632,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph pap",0,0,0.01,0,0
"1633",1633,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph div",0,0,0.01,0,0
"1634",1634,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph rus",0,0,0.01,0,0
"1635",1635,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph com",0,0,0.01,0,0
"1636",1636,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph maj",0,0,0.01,0,0
"1637",1637,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph bal",0,0,0.01,0,0
"1638",1638,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph rip",0,0,0.01,0,0
"1639",1639,2,2021,2021-09-15,"VSM",2,3,"S","S2",1,"4",11,NA,"Sph cf",0,0,0.01,0,0
"1640",1640,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph ang",10,0.5,10,10,10
"1641",1641,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph cap",10,0.5,10,10,10
"1642",1642,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph ten",0,0,0.01,0,0
"1643",1643,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph pap",0,0,0.01,0,0
"1644",1644,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph div",0,0,0.01,0,0
"1645",1645,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph rus",0,0,0.01,0,0
"1646",1646,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph com",0,0,0.01,0,0
"1647",1647,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph maj",0,0,0.01,0,0
"1648",1648,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph bal",0,0,0.01,0,0
"1649",1649,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph rip",0,0,0.01,0,0
"1650",1650,2,2021,2021-09-15,"VSM",2,3,"S","S2",2,"4",20,NA,"Sph cf",0,0,0.01,0,0
"1651",1651,2,2021,2021-09-15,"VSM",2,3,"S","S2",3,"3",27,NA,"Sph ang",15,0.555555555555556,15,15,15
"1652",1652,2,2021,2021-09-15,"VSM",2,3,"S","S2",3,"3",27,NA,"Sph cap",10,0.37037037037037,10,10,10
